key,population_den,area,female_per,children_living_with_single_parents,owner_occupied,some_college_more,dropped_out_schoolOrCollege,sep_wid_div,unemp,debt_housing_units,housing_retirement_income,females_per_tier1_jobs,household_income_less_than_20k,household_size_greater_than_equal_3,age_35_to_54,family_household,household_self_emp,hh_dividends,yr_built,electricity_cost_per,gross_rent,pool_publicTransport,bike
05007-020904-2,1964.1,2.16,0.56,0.1,953,0.75,0,0.08,0.01,0.91,0.11,0.62,1,0.65,0.25,0.95,0.03,0.11,2006,0.31,0.06,0.07,0
05007-020905-1,71.5,14.22,0.47,0.06,328,0.45,0,0.12,0.01,0.55,0.34,0.63,0.93,0.45,0.31,0.87,0.32,0,2002,0.53,0,0.13,0
05007-020905-2,60.1,31.34,0.57,0.47,638,0.42,0,0.13,0.01,0.43,0.26,0.32,0.8,0.4,0.28,0.71,0.14,0.09,1986,0.29,0,0.02,0
05007-020906-1,295,8.1,0.49,0.01,635,0.67,0,0.16,0.02,0.85,0.19,0.56,1,0.48,0.34,0.67,0.07,0.21,2006,0.31,0.02,0.1,0
05007-020906-2,94,17.17,0.5,0.18,442,0.59,0,0.06,0.05,0.57,0.1,0.36,0.89,0.69,0.31,0.8,0.17,0.24,1997,0.4,0.11,0.25,0
05007-020906-3,452.4,2.72,0.57,0.21,408,0.85,0.37,0.11,0.06,0.7,0.32,0.23,1,0.71,0.36,0.89,0.27,0.16,2004,0.27,1,0,0
05007-021001-1,82.7,8.51,0.4,0.3,213,0.38,0.52,0.22,0.02,0.45,0.12,0.12,0.83,0.29,0.29,0.65,0.02,0.19,1978,0.57,0.23,0.24,0
05007-021001-2,43.2,49.96,0.58,0.49,532,0.32,0.25,0.2,0,0.55,0.15,0.42,0.89,0.66,0.38,0.85,0.13,0.21,1993,0.29,0,0.02,0
05007-021001-3,25.5,38.57,0.47,0.36,243,0.42,0,0.24,0,0.56,0.18,0.14,0.92,0.34,0.39,0.72,0.1,0.04,1994,0.58,0,0.03,0
05007-021001-4,380.7,5.09,0.4,0.4,212,0.33,0,0.22,0,0.89,0.08,0.34,0.86,0.61,0.29,0.79,0.01,0.02,1992,0.47,0.06,0.23,0
05007-021003-1,89,25.33,0.48,0.19,497,0.41,0.1,0.14,0.03,0.66,0.14,0.42,0.86,0.6,0.25,0.81,0.14,0.07,1981,0.38,0.11,0.11,0
05007-021003-2,938.9,0.91,0.52,0.47,241,0.41,0,0.36,0.04,0.52,0.15,0.35,0.96,0.22,0.37,0.81,0.13,0.21,1972,0.33,0,0.12,0
05007-021004-1,189.6,4.93,0.48,0,224,0.69,0,0.21,0.02,0.6,0.26,0.45,0.81,0.5,0.28,0.73,0.31,0.38,1988,0.3,0.18,0.03,0
05007-021004-2,1420,1.26,0.45,0.14,400,0.68,0.33,0.21,0,0.78,0.15,0.53,0.91,0.46,0.17,0.81,0.06,0.13,1994,0.48,0.09,0.17,0
05007-021004-3,92,13.35,0.56,0,365,0.53,0,0.18,0,0.53,0.02,0.51,0.97,0.4,0.26,0.79,0.28,0.03,1981,0.24,0.5,0.07,0
05007-021101-1,2090.8,0.67,0.5,0.58,249,0.52,0,0.07,0,0.84,0.06,0.2,1,0.45,0.15,0.84,0.04,0.16,1996,0.63,0.04,0,0.02
05007-021101-2,2488.9,0.27,0.39,0.35,129,0.45,0,0.19,0.03,0.56,0.11,0.32,0.73,0.39,0.29,0.48,0.14,0.08,1962,0.17,0.13,0.12,0
05007-021101-3,435.4,2.98,0.52,0.15,435,0.65,0,0.19,0,0.72,0.14,0.34,0.95,0.44,0.24,0.67,0.08,0.09,2002,0.2,0.09,0.01,0.03
05007-021101-4,657.5,2.04,0.52,0.1,167,0.35,0,0.35,0.05,0.66,0.09,0.6,0.96,0.51,0.35,0.79,0.1,0.07,1995,0.48,0.05,0.06,0
05007-021102-1,234.7,4.53,0.46,0.56,240,0.57,0,0.09,0,0.58,0.12,0.49,0.77,0.5,0.17,0.9,0.11,0.24,1987,0.34,0.08,0.18,0
05007-021102-2,2094,1.25,0.55,0.65,623,0.33,0,0.12,0.01,0.68,0.14,0.19,0.85,0.64,0.14,0.83,0.1,0.39,2000,0.56,0.06,0.16,0
05007-021201-1,2981.6,0.74,0.57,0.14,270,0.71,0,0.07,0,0.44,0.24,0.4,0.97,0.48,0.06,0.7,0.07,0.2,1978,0.33,0,0.07,0
05007-021201-2,4219.1,0.18,0.56,0.41,79,0.68,0.61,0.13,0,0.91,0.04,0.37,0.9,0.18,0.17,0.77,0.02,0.02,1941,0.26,0.1,0.16,0.02
05007-021201-3,1117.8,1.98,0.45,0.08,567,0.72,0,0.13,0.03,0.69,0.14,0.55,0.89,0.56,0.21,0.81,0.08,0.38,1998,0.38,0.48,0.05,0
05007-021202-1,2949.5,0.62,0.53,0.26,385,0.46,0.34,0.22,0.06,0.75,0.16,0.54,0.64,0.42,0.15,0.67,0.03,0.15,1984,0.48,0.04,0.07,0.02
05007-021202-2,649.2,1.95,0.53,0.29,380,0.49,0.18,0.21,0.01,0.41,0.23,0.14,0.91,0.47,0.19,0.71,0.1,0.24,1981,0.26,0.52,0,0
05007-021304-1,2184.3,1.37,0.46,0.03,725,0.79,0.27,0.16,0.02,0.78,0.06,0.45,0.92,0.55,0.35,0.78,0.17,0.3,2011,0.52,0,0.07,0
05007-021304-2,2169.2,1.36,0.54,0.56,484,0.61,0,0.23,0,0.64,0.1,0.62,0.89,0.39,0.25,0.65,0.01,0.08,2004,0.45,0.07,0,0.01
05007-021304-3,548.4,7.87,0.48,0.12,1081,0.67,0,0.09,0.01,0.87,0.15,0.54,0.97,0.67,0.29,0.87,0.09,0.27,2012,0.38,0.04,0.09,0
05007-021305-1,56.1,15.28,0.47,0.03,273,0.49,0,0.24,0.03,0.51,0.25,0.37,0.78,0.23,0.37,0.68,0.12,0.19,1989,0.59,0.15,0.07,0
05007-021305-2,70.4,31.57,0.45,0.17,641,0.72,0,0.07,0.02,0.67,0.14,0.6,0.95,0.44,0.33,0.83,0.24,0.13,2000,0.44,0.09,0.09,0
05007-021305-3,153.1,10.53,0.52,0.21,383,0.55,0,0.09,0.01,0.89,0.04,0.35,0.91,0.32,0.27,0.47,0.08,0.21,2008,0.72,0.03,0.07,0
05007-021305-4,340.6,4.62,0.57,0.06,555,0.48,0,0.32,0,0.4,0.32,0.48,0.8,0.3,0.21,0.52,0.06,0.49,2005,0.51,0.48,0.07,0
05007-021306-1,508.3,3.4,0.54,0.13,322,0.84,0,0.05,0.02,0.72,0.06,0.42,0.94,0.33,0.35,0.68,0.11,0.21,2005,0.54,0.1,0.03,0
05007-021306-2,1959,1.58,0.51,0.1,940,0.88,0,0.06,0,0.72,0.11,0.65,0.97,0.59,0.41,0.96,0.15,0.48,2003,0.16,0,0.05,0.01
05007-021308-1,1932.3,2.11,0.51,0.03,1118,0.83,0,0.08,0.02,0.8,0.12,0.7,1,0.68,0.28,0.89,0.12,0.29,2012,0.15,0,0.06,0.01
05007-021308-2,1785.5,1.32,0.48,0.01,843,0.93,0,0.1,0.04,0.82,0.1,0.53,0.98,0.48,0.4,0.8,0.24,0.41,2006,0.22,0,0.01,0
05007-021312-1,46.2,39.03,0.42,0.17,712,0.39,0,0.12,0,0.38,0.16,0.59,0.94,0.3,0.35,0.72,0.27,0.09,1994,0.26,0.41,0.11,0
05007-021312-2,135.5,19.51,0.57,0.85,616,0.37,0,0.32,0,0.63,0.21,0.51,0.74,0.5,0.19,0.82,0.26,0.05,1997,0.4,0.52,0.02,0
05007-021313-1,176.5,7.79,0.5,0.44,171,0.54,0,0.19,0.09,0.79,0.07,0.57,0.88,0.43,0.18,0.67,0.1,0.13,1993,0.62,0.05,0.04,0
05007-021313-2,28.6,45.63,0.46,0,377,0.58,0,0.16,0.02,0.57,0.11,0.45,0.94,0.36,0.36,0.88,0.19,0.21,1984,0.39,0,0,0
05007-021314-1,1819.6,0.64,0.43,0.34,259,0.87,0,0.2,0,0.7,0.12,0.45,1,0.7,0.32,0.81,0.1,0.05,2003,0.41,0,0.09,0
05007-021314-2,2246.9,1.28,0.53,0.31,733,0.63,0,0.16,0,0.91,0.1,0.63,0.97,0.73,0.31,0.94,0.05,0.17,2003,0.06,0.17,0.04,0.03
05007-021315-1,987.1,1.68,0.41,0.5,110,0.62,0,0.26,0,0.56,0.05,0.68,0.84,0.33,0.19,0.44,0.06,0.06,2000,0.83,0.12,0.12,0
05007-021315-2,1348.2,2.45,0.48,0.1,881,0.6,0,0.1,0.01,0.74,0.16,0.63,0.97,0.55,0.32,0.8,0.18,0.28,2005,0.32,0,0.07,0
05007-021315-3,300.8,4.14,0.52,0,360,0.51,0,0.11,0.02,0.82,0.2,0.47,0.99,0.34,0.16,0.7,0.24,0.21,1997,0.39,0,0.02,0
05007-021316-1,803.1,5.15,0.52,0.14,1381,0.82,0,0.13,0.02,0.77,0.14,0.67,0.94,0.5,0.32,0.92,0.09,0.35,2013,0.25,0,0.01,0
05007-021316-2,670.3,3.57,0.52,0.06,831,0.7,0,0.1,0.01,0.8,0.2,0.66,0.99,0.49,0.23,0.79,0.12,0.25,2010,0.2,0,0.05,0
05007-021317-1,148.8,6.33,0.44,0,263,0.53,0,0.13,0.01,0.72,0.15,0.31,0.9,0.35,0.1,0.84,0.11,0.27,1992,0.36,0,0.03,0
05007-021317-2,371.7,6.14,0.52,0.35,666,0.81,0,0.12,0,0.66,0.07,0.48,0.95,0.56,0.34,0.79,0.1,0.31,2009,0.18,0,0.07,0.01
05007-021404-1,87.1,16.88,0.5,0.25,495,0.32,0.21,0.17,0,0.39,0.26,0.25,0.95,0.38,0.19,0.8,0.07,0.25,1980,0.25,0,0.04,0
05007-021404-2,209.8,3.81,0.54,0.46,269,0.58,0,0.07,0.08,0.61,0.23,0.5,0.96,0.42,0.35,0.68,0.15,0.3,1995,0.44,0,0.11,0
05007-021404-3,181.3,8.64,0.55,0.12,524,0.48,0.09,0.25,0.02,0.51,0.23,0.29,0.97,0.55,0.32,0.75,0.12,0.24,1988,0.4,0.14,0.06,0
05007-021405-1,48.8,20.7,0.44,0.27,338,0.48,0,0.14,0,0.49,0.29,0.35,0.92,0.27,0.25,0.79,0.14,0.25,1986,0.4,0.03,0.03,0
05007-021405-2,55.5,14.84,0.47,0.04,285,0.56,0,0.16,0.04,0.57,0.33,0.59,0.91,0.28,0.2,0.8,0.04,0.38,1998,0.3,1,0.18,0
05007-021405-3,49.8,9.79,0.45,0,254,0.62,0,0.18,0.01,0.32,0.43,0.43,0.93,0.09,0.17,0.62,0.04,0.24,1994,0.59,0.43,0,0
05007-021406-1,983.2,1.73,0.54,0.21,277,0.54,0,0.12,0,0.63,0.22,0.53,0.99,0.63,0.26,0.9,0.13,0.14,1998,0.43,0,0.08,0
05007-021406-2,934,1.41,0.46,0.1,294,0.52,0,0.14,0,0.8,0.14,0.22,0.98,0.63,0.34,0.91,0.11,0.07,1994,0.09,0,0.1,0
05007-021406-3,656.6,3.78,0.54,0.04,581,0.34,0,0.16,0,0.58,0.17,0.4,0.95,0.46,0.31,0.68,0.06,0.21,1997,0.18,0,0.1,0
05007-021407-1,174.6,7.63,0.52,0.06,325,0.51,0,0.11,0.01,0.7,0.24,0.53,0.95,0.45,0.3,0.85,0.03,0.3,1992,0.33,0.13,0.13,0
05007-021407-2,414.8,4.26,0.46,0.03,652,0.71,0,0.22,0,0.42,0.27,0.47,0.91,0.26,0.27,0.67,0.1,0.35,1990,0.24,0.07,0.03,0.02
05007-021407-3,342.7,3.8,0.49,0.08,532,0.75,0,0.14,0.02,0.69,0.33,0.54,0.9,0.3,0.29,0.71,0.1,0.32,1990,0.68,0,0.12,0
05007-021408-1,445.3,4.72,0.44,0.28,425,0.5,0,0.05,0.14,0.7,0.16,0.48,0.96,0.69,0.35,0.89,0.16,0.04,1989,0.45,0.15,0.1,0
05007-021408-2,229.4,7.78,0.47,0.25,496,0.4,0.16,0.22,0.04,0.61,0.2,0.49,0.92,0.53,0.34,0.87,0.14,0.18,1991,0.49,0.18,0.11,0
05007-021408-3,573.9,3.79,0.51,0.28,362,0.31,0,0.16,0.01,0.79,0.14,0.47,0.97,0.7,0.24,0.91,0.16,0.03,1994,0.25,0.06,0.07,0
05007-021409-1,18.5,53.54,0.51,0.13,436,0.54,0,0.12,0.01,0.51,0.27,0.33,0.81,0.22,0.27,0.79,0.11,0.17,1985,0.53,0,0.02,0
05007-021409-2,160.1,8.47,0.51,0,519,0.62,0,0.24,0.01,0.51,0.47,0.57,0.98,0.28,0.17,0.7,0.16,0.52,1990,0.58,0,0.11,0
05009-790100-1,25.5,81.19,0.5,0.04,474,0.45,0.07,0.15,0.01,0.3,0.17,0.37,0.79,0.33,0.12,0.7,0.19,0.19,1991,0.53,0.01,0.07,0
05009-790100-2,59.7,29.63,0.49,0.2,659,0.65,0.07,0.17,0,0.58,0.28,0.69,0.94,0.31,0.27,0.65,0.09,0.26,1993,0.57,0,0.14,0
05009-790100-3,34.1,74.93,0.48,0.02,712,0.56,0,0.21,0.04,0.4,0.24,0.42,0.93,0.5,0.27,0.89,0.15,0.22,1993,0.58,0,0.02,0
05009-790200-1,24.6,62.09,0.55,0.05,556,0.51,0,0.1,0.02,0.44,0.18,0.87,0.92,0.55,0.2,0.82,0.16,0.12,1980,0.58,0.18,0.08,0
05009-790200-2,110.9,8.25,0.56,0.43,310,0.55,0,0.35,0.03,0.4,0.28,0.36,0.75,0.28,0.24,0.56,0.04,0.14,1977,0.74,0.1,0.12,0
05009-790200-3,23.3,39.8,0.49,0,393,0.59,0,0.23,0,0.39,0.34,0.74,0.78,0.37,0.3,0.68,0.11,0.18,1990,0.29,0.04,0.06,0
05009-790200-4,50.1,58.11,0.52,0.05,923,0.57,0.05,0.25,0.02,0.64,0.07,0.37,0.82,0.46,0.3,0.66,0.13,0.12,1994,0.49,0.02,0.1,0
05009-790300-1,67.7,31.53,0.45,0.16,505,0.51,0,0.16,0.02,0.59,0.28,0.55,0.93,0.33,0.24,0.73,0.1,0.14,1978,0.38,0.09,0.04,0
05009-790300-2,47.8,29.99,0.47,0.05,479,0.66,0,0.11,0.05,0.65,0.12,0.5,0.87,0.51,0.3,0.84,0.13,0.28,1986,0.72,0,0.07,0
05009-790300-3,48.5,39.1,0.54,0.12,746,0.51,0,0.16,0.01,0.56,0.41,0.67,0.87,0.28,0.23,0.7,0.19,0.05,1989,0.61,0,0.09,0
05009-790400-1,28.7,68.73,0.55,0.24,646,0.49,0,0.11,0.03,0.38,0.22,0.28,0.71,0.44,0.27,0.91,0.17,0.16,1988,0.45,0.65,0.09,0
05009-790400-2,97.2,17.72,0.51,0,560,0.69,0,0.2,0.06,0.3,0.2,0.36,0.89,0.3,0.26,0.74,0.07,0.35,1969,0.15,0,0.24,0
05009-790400-3,79.5,13.63,0.49,0.56,285,0.43,0.2,0.12,0,0.58,0.03,0.41,0.95,0.6,0.32,0.86,0.07,0.04,1991,0.2,0.04,0.02,0
05009-790400-4,74.3,15.24,0.47,0,493,0.44,0.52,0.2,0.06,0.42,0.16,0.63,0.7,0.15,0.3,0.61,0.07,0.23,1994,0.5,0.12,0,0
05009-790501-1,594.6,2.25,0.56,0.77,540,0.62,0,0.35,0,0.32,0.35,0.54,0.98,0.21,0.16,0.59,0.09,0.4,1979,0.18,0.03,0.14,0
05009-790501-2,1880.6,1.05,0.53,0.16,406,0.46,0,0.23,0.05,0.78,0.14,0.54,0.89,0.55,0.32,0.85,0.06,0.11,1980,0.66,0.06,0.08,0
05009-790501-3,900,1.28,0.45,0.12,100,0.62,0.11,0.39,0.1,0.57,0.02,0.41,0.72,0.27,0.31,0.45,0.04,0.04,1990,0.74,0.19,0.04,0
05009-790502-1,199,5.66,0.49,0.15,242,0.49,0,0.41,0,0.57,0.06,0.52,0.88,0.27,0.24,0.51,0.11,0.2,1958,0.27,0.16,0.01,0
05009-790502-2,1783.9,0.63,0.48,0.77,284,0.61,0,0.19,0.04,0.54,0.25,0.32,0.92,0.22,0.16,0.46,0.02,0.28,1964,0.37,0.14,0.16,0
05009-790502-3,644.8,2.48,0.6,0.25,227,0.43,0.42,0.51,0.01,0.37,0.15,0.41,0.6,0.16,0.16,0.28,0.03,0.25,1990,0.59,0.16,0.09,0
05009-790600-1,197,3.47,0.44,0.82,131,0.41,0,0.23,0.04,0.46,0,0.37,0.75,0.36,0.13,0.75,0,0.12,1979,0.67,0,0.27,0
05009-790600-2,1208,1.74,0.46,0,587,0.78,0.3,0.09,0.01,0.41,0.23,0.13,0.83,0.42,0.18,0.72,0.08,0.24,1981,0.21,0.07,0.13,0
05009-790600-3,2584.2,0.42,0.61,0.75,108,0.56,0,0.38,0.09,0.82,0.28,0.5,0.52,0.32,0.2,0.59,0.01,0.04,1960,0.37,0.18,0.12,0
05009-790600-4,1524.5,0.79,0.4,0.3,337,0.43,0,0.31,0,0.61,0.09,0.63,0.69,0.26,0.26,0.48,0.11,0.04,1975,0.35,0.2,0.25,0
05011-950100-1,38.8,29.58,0.45,0.06,308,0.68,0,0.21,0.04,0.52,0.1,0.49,0.88,0.3,0.32,0.53,0.05,0.03,1970,0.47,0.32,0.11,0
05011-950100-2,117.1,14.25,0.58,0.82,191,0.29,0,0.31,0.05,0.48,0.01,0.16,0.76,0.41,0.37,0.58,0.09,0.03,1972,0.47,0.22,0.02,0
05011-950200-1,38,24.38,0.43,0.43,173,0.42,0,0.22,0.04,0.48,0.23,0.36,0.8,0.26,0.24,0.58,0.02,0.1,1989,0.54,0.32,0.1,0
05011-950200-2,59.9,15.16,0.59,0.12,244,0.37,0.48,0.3,0.01,0.29,0.3,0.15,0.71,0.31,0.25,0.67,0.02,0.21,1974,0.55,0.22,0.18,0
05011-950300-1,1406.7,0.33,0.68,1,106,0.36,0,0.33,0.05,0.37,0.09,0.36,0.22,0.04,0.2,0.27,0,0.04,1980,0.74,0.06,0,0
05011-950300-2,22.5,44.02,0.53,0.17,180,0.5,0,0.38,0,0.52,0.41,0.43,0.87,0.5,0.36,0.82,0.06,0.22,1977,0.55,0.15,0.08,0
05011-950300-3,20.3,26.96,0.48,0.3,180,0.46,0,0.24,0.03,0.19,0.19,0.65,0.75,0.05,0.33,0.72,0.04,0.11,1976,0.6,0,0.13,0
05011-950400-1,38.5,14.31,0.54,0.3,104,0.38,0,0.45,0.01,0.45,0.09,0.34,0.74,0.21,0.31,0.41,0.13,0.02,1977,0.37,0.17,0.02,0
05011-950400-2,50.1,17.89,0.53,0.11,199,0.37,0,0.38,0.03,0.31,0.27,0.41,0.84,0.27,0.25,0.62,0.04,0.16,1972,0.58,0.11,0,0
05011-950500-1,22.4,50.19,0.64,0.38,203,0.32,0,0.19,0.01,0.4,0.15,0.28,0.66,0.42,0.24,0.71,0.04,0.1,1982,0.79,0.08,0.14,0
05011-950500-2,2.5,286.63,0.47,0,301,0.53,0,0.15,0.03,0.17,0.27,0.42,0.88,0.21,0.23,0.57,0.08,0.13,1980,0.38,0,0.08,0
05011-950500-3,5.3,125.46,0.34,0.56,216,0.24,0.21,0.32,0.03,0.31,0.1,0.37,0.64,0.34,0.13,0.6,0.08,0.04,1975,0.25,0,0.14,0
05013-480100-1,5.2,265.06,0.44,0.25,391,0.41,0,0.28,0.02,0.18,0.31,0.43,0.83,0.33,0.32,0.71,0.04,0.21,1973,0.75,0,0.07,0
05013-480100-2,48.5,22.57,0.55,0.11,268,0.31,0,0.28,0.03,0.44,0.14,0.43,0.77,0.32,0.13,0.68,0.01,0.08,1974,0.33,0,0.04,0
05013-480200-1,6.3,192.39,0.49,0.02,304,0.44,0.16,0.21,0.06,0.34,0.26,0.43,0.85,0.58,0.3,0.84,0.17,0.08,1983,0.33,0,0.14,0
05013-480200-2,17.8,29.43,0.56,0.17,140,0.51,0,0.17,0.02,0.29,0.27,0.72,0.68,0.39,0.23,0.72,0.07,0.07,1987,0.54,0.2,0.12,0
05013-480200-3,5,119.15,0.46,1,152,0.45,0,0.2,0.12,0.25,0.25,0.34,0.89,0.31,0.17,0.8,0.01,0.08,1981,0.48,0,0.06,0
05015-950100-1,231.8,5.29,0.57,1,375,0.68,0.08,0.28,0,0.56,0.22,0.21,0.74,0.14,0.26,0.52,0.17,0.2,1954,0.35,0.16,0.02,0
05015-950100-2,106.4,14.9,0.46,0.07,535,0.64,0.04,0.31,0.01,0.56,0.26,0.63,0.79,0.22,0.18,0.54,0.18,0.21,1985,0.32,0.07,0.02,0.04
05015-950201-1,56.1,19.26,0.5,0,494,0.49,0,0.27,0.04,0.42,0.37,0.27,0.74,0.17,0.16,0.67,0.1,0.26,1997,0.52,0,0,0
05015-950201-2,64.2,19.13,0.54,0.07,488,0.7,0,0.2,0.03,0.41,0.4,0.26,0.92,0.23,0.09,0.75,0.04,0.46,1993,0.4,0,0.28,0
05015-950201-3,21.6,67.57,0.48,0.35,476,0.66,0,0.17,0.03,0.53,0.28,0.61,0.79,0.31,0.24,0.63,0.28,0.13,1994,0.46,0.35,0,0
05015-950202-1,21.4,27.83,0.56,0,139,0.7,0,0.08,0,0.6,0.2,0.08,0.68,0.22,0.33,0.84,0.13,0.29,1984,0.45,0,0,0
05015-950202-2,177.5,6.02,0.41,0.25,370,0.66,0,0.2,0,0.37,0.24,0.37,0.72,0.42,0.12,0.68,0.15,0.28,1996,0.79,0,0.27,0
05015-950202-3,173.3,6.43,0.45,0,410,0.68,0,0.22,0,0.57,0.46,0.4,0.88,0.16,0.13,0.44,0.07,0.26,1994,0.79,0.1,0.31,0
05015-950301-1,189.3,13.69,0.5,0.29,650,0.51,0.3,0.16,0.03,0.49,0.17,0.41,0.9,0.45,0.16,0.75,0.18,0.1,1987,0.5,0.08,0.15,0
05015-950301-2,245.6,4.2,0.5,0,443,0.45,0,0.12,0.07,0.43,0.27,0.4,0.83,0.24,0.21,0.69,0.19,0.2,1991,0.42,0.62,0,0
05015-950302-1,225.1,11.77,0.43,0.25,957,0.61,0.14,0.25,0.02,0.36,0.37,0.34,0.74,0.36,0.33,0.71,0.33,0.24,1978,0.43,0.11,0.16,0
05015-950302-2,157.5,9.13,0.59,0.04,273,0.29,0,0.16,0.06,0.52,0.09,0.48,0.83,0.45,0.3,0.8,0.08,0.11,1983,0.39,0.11,0.13,0
05015-950400-1,28.3,48.53,0.54,0.02,361,0.4,0,0.13,0.02,0.66,0.17,0.53,0.95,0.65,0.21,0.8,0.32,0.09,1987,0.39,0,0.14,0
05015-950400-2,23.3,63.85,0.52,0.28,467,0.41,0,0.24,0,0.57,0.35,0.4,0.92,0.3,0.24,0.83,0.2,0.14,1991,0.5,0.03,0.04,0
05015-950400-3,29.4,53.73,0.52,0.07,373,0.27,0,0.16,0,0.46,0.17,0.27,0.82,0.44,0.2,0.69,0.14,0.19,1982,0.41,0,0.09,0
05015-950501-1,17.5,72.2,0.51,0,428,0.46,0,0.18,0,0.34,0.16,0.24,0.85,0.4,0.18,0.78,0.44,0.26,1994,0.6,0,0,0
05015-950501-2,9,93.05,0.48,0.09,275,0.27,0,0.19,0,0.88,0.18,0,0.9,0.27,0.39,0.77,0.04,0,1994,0.27,0.2,0.03,0
05015-950502-1,276.8,3.94,0.57,0.16,246,0.33,0,0.2,0.02,0.39,0.13,0.29,0.71,0.47,0.27,0.72,0.19,0.12,1975,0.29,0.09,0.07,0
05015-950502-2,582.6,3.71,0.48,0.17,307,0.14,0.05,0.19,0.04,0.53,0.1,0.22,0.77,0.57,0.29,0.75,0.07,0.04,1983,0.57,0.14,0.1,0
05015-950502-3,15.1,85.7,0.41,0.23,418,0.53,0,0.33,0.07,0.28,0.17,0.64,0.72,0.29,0.26,0.59,0.21,0.06,1992,0.45,0,0.19,0
05017-080100-1,7.3,190.33,0.27,0,233,0.31,0,0.33,0,0.52,0.05,0.15,0.71,0.42,0.27,0.74,0.08,0.16,1977,0.71,0,0.1,0
05017-080100-2,3.9,204.32,0.49,0.09,244,0.44,0,0.22,0.01,0.55,0.08,0.88,0.81,0.38,0.35,0.72,0.26,0.16,1971,0.69,0,0.03,0
05017-080100-3,7.2,128.16,0.55,0.22,329,0.56,0,0.09,0.04,0.41,0.18,0.35,0.93,0.38,0.34,0.82,0.17,0.41,1994,0.59,0,0.07,0
05017-080200-1,72.2,8.56,0.59,0.53,106,0.21,0,0.28,0.05,0.27,0.17,0.08,0.59,0.38,0.14,0.61,0.03,0.03,1978,0.38,0.13,0,0
05017-080200-2,148.8,4.65,0.53,0.56,177,0.45,0,0.33,0.03,0.31,0.21,0.66,0.65,0.24,0.15,0.44,0.09,0.15,1968,0.33,0.09,0.09,0
05017-080200-3,744.9,1.13,0.6,1,307,0.41,0,0.33,0.16,0.19,0.13,0.32,0.57,0.18,0.28,0.44,0.02,0.02,1978,0.13,0.16,0.05,0
05017-080300-1,2194.2,0.29,0.47,0.28,150,0.41,0,0.19,0.02,0.33,0.22,0.06,0.65,0.26,0.16,0.54,0.05,0.06,1980,0.42,0,0.09,0
05017-080300-2,96.4,9.1,0.58,0.45,196,0.33,0,0.24,0.03,0.52,0.15,0.58,0.58,0.27,0.23,0.52,0.01,0.11,1973,0.57,0.22,0.11,0.03
05017-080300-3,75.8,16.13,0.53,0.47,321,0.45,0,0.21,0.06,0.44,0.22,0.68,0.79,0.45,0.17,0.69,0.03,0.09,1984,0.82,0.21,0,0
05017-080400-1,226.5,5,0.47,0.91,295,0.48,0,0.29,0.07,0.12,0.19,0.3,0.49,0.33,0.2,0.51,0.03,0,1977,0.51,0.47,0.16,0
05017-080400-2,51,9.28,0.61,1,202,0.25,0,0.48,0.09,0.26,0.19,0.21,0.71,0.19,0.23,0.53,0.02,0,1978,0.42,0.5,0,0
05017-080400-3,12.9,60.02,0.51,0.64,167,0.4,0,0.33,0.25,0.42,0.04,0.53,0.78,0.39,0.22,0.49,0.18,0.08,1981,0.27,0.04,0,0
05019-953601-1,2442.7,0.28,0.45,0.28,114,0.65,0,0.19,0,0.72,0.28,0.32,0.63,0.16,0.13,0.41,0.06,0.04,1977,0.66,0.51,0.09,0
05019-953601-2,5660.3,0.28,0.57,0.31,113,0.73,0,0,0.02,0.92,0.04,0.37,0.76,0.4,0.09,0.43,0.02,0,1986,0.77,0.28,0.02,0
05019-953601-3,1759.4,0.62,0.55,0.3,168,0.5,0.17,0.41,0.02,0.67,0.18,0.85,0.61,0.07,0.26,0.34,0.08,0.08,1989,0.49,0.18,0.03,0.03
05019-953601-4,1362.3,1.17,0.56,0.28,248,0.72,0,0.17,0.04,0.2,0.18,0.53,0.91,0.2,0.14,0.4,0.09,0.13,1997,0.68,0.04,0.03,0
05019-953602-1,55.7,42.89,0.55,0.16,600,0.64,0.07,0.15,0.03,0.63,0.22,0.61,0.78,0.39,0.26,0.67,0.1,0.12,1991,0.58,0.46,0.18,0
05019-953602-2,543.8,3.48,0.4,0.66,65,0.75,0,0.01,0.01,0.62,0.17,0.43,0.76,0.14,0.03,0.67,0.02,0.12,1964,0.62,0,0.13,0
05019-953700-1,9.3,98.16,0.51,0.14,262,0.53,0,0.16,0.03,0.53,0.2,0.37,0.81,0.37,0.26,0.71,0.13,0.08,1983,0.59,0.03,0.12,0
05019-953700-2,13.5,62.99,0.52,0.35,173,0.41,0,0.22,0,0.37,0.22,0.4,0.91,0.45,0.28,0.65,0.22,0.12,1984,0.29,0.05,0.11,0
05019-953700-3,6.9,97.26,0.48,0,229,0.8,0,0.22,0,0.85,0.19,0.28,0.97,0.36,0.3,0.76,0.06,0.34,1996,0.73,0,0.24,0
05019-953700-4,11.2,142.36,0.48,0.29,564,0.36,0,0.23,0.04,0.35,0.21,0.41,0.8,0.3,0.13,0.68,0.11,0.06,1985,0.45,0,0.05,0
05019-953800-1,3294.1,0.37,0.52,0.45,314,0.59,0,0.34,0.03,0.45,0.13,0.58,0.91,0.4,0.21,0.67,0,0.07,1972,0.56,0.25,0.45,0
