key,population_den,area,female_per,children_living_with_single_parents,owner_occupied,some_college_more,dropped_out_schoolOrCollege,sep_wid_div,unemp,debt_housing_units,housing_retirement_income,females_per_tier1_jobs,household_income_less_than_20k,household_size_greater_than_equal_3,age_35_to_54,family_household,household_self_emp,hh_dividends,yr_built,electricity_cost_per,gross_rent,pool_publicTransport,bike
05125-010508-2,70.1,18.34,0.5,0.33,517,0.5,0,0.22,0.04,0.64,0.42,0.68,0.85,0.31,0.24,0.79,0.08,0.09,1996,0.78,0,0.02,0
05125-010508-3,130.6,17.23,0.53,0.18,741,0.8,0,0.11,0.01,0.67,0.32,0.66,0.92,0.39,0.22,0.82,0.07,0.28,2000,0.74,0.34,0.19,0
05125-010509-1,405.6,9.37,0.49,0.12,1293,0.66,0,0.15,0.04,0.67,0.19,0.75,0.91,0.48,0.35,0.83,0.17,0.2,2009,0.7,0.41,0.12,0
05125-010509-2,672.7,2.72,0.52,0.06,533,0.62,0,0.14,0.03,0.57,0.24,0.74,0.96,0.57,0.24,0.81,0.15,0.17,1992,0.54,0.33,0.05,0
05125-010511-1,171.4,9.27,0.49,0.13,524,0.67,0,0.11,0,0.65,0.33,0.66,1,0.4,0.28,0.88,0.17,0.17,2003,0.59,0,0.15,0
05125-010511-2,747.4,3.86,0.51,0.35,580,0.73,0.88,0.11,0.01,0.68,0.13,0.44,0.98,0.4,0.29,0.69,0.18,0.12,1998,0.72,0,0.09,0
05125-010511-3,397.3,3.02,0.49,0,577,0.57,0,0.21,0,0.52,0.23,0.24,0.86,0.29,0.23,0.66,0.18,0.31,1980,0.32,0,0,0
05125-010512-1,308.9,7.65,0.55,0.07,722,0.6,0.11,0.18,0.01,0.65,0.24,0.5,0.97,0.44,0.29,0.64,0.05,0.19,1994,0.44,0,0.04,0
05125-010512-2,99.2,8.66,0.51,0.59,377,0.59,0,0.29,0,0.44,0.3,0.4,0.87,0.29,0.3,0.66,0.06,0.07,2002,0.71,0,0.15,0
05125-010513-1,123.4,10.37,0.49,0.59,355,0.47,0,0.07,0.05,0.55,0.17,0.65,0.84,0.52,0.11,0.92,0.06,0.18,1997,0.23,0.61,0.2,0
05125-010513-2,82.7,18.8,0.45,0.27,473,0.55,0,0.18,0.04,0.8,0.13,0.75,0.85,0.45,0.24,0.76,0.2,0.04,2000,0.45,0.03,0.26,0
05125-010514-1,65,16.24,0.55,0.09,313,0.41,0.12,0.17,0,0.54,0.26,0.37,0.81,0.33,0.2,0.84,0.11,0.26,1994,0.69,0,0.02,0
05125-010514-2,314,6.61,0.39,0,508,0.53,0.47,0.16,0.03,0.61,0.31,0.36,0.85,0.34,0.24,0.56,0.09,0.18,2000,0.66,0.28,0.18,0
05125-010515-1,564.3,1.81,0.52,0,498,0.95,0,0.15,0,0.34,0.51,0.72,0.81,0.07,0.08,0.71,0.06,0.3,1996,0.95,0,0.1,0
05125-010515-2,651.4,2.38,0.57,0,646,0.77,0,0.2,0,0.38,0.67,0.66,0.99,0.11,0.08,0.73,0.12,0.48,1999,0.96,0,0,0
05125-010516-1,151.8,4.83,0.6,0,313,0.71,0,0.29,0,0.57,0.69,0.55,0.95,0,0.11,0.66,0.05,0.34,1991,1,0,0,0
05125-010516-2,244.8,4.77,0.51,0,583,0.85,0,0.15,0.05,0.48,0.66,0.28,1,0.1,0.02,0.72,0.1,0.52,1994,0.88,0,0.08,0
05125-010517-1,462.1,4.26,0.47,0,1021,0.67,0,0.12,0,0.45,0.72,0.86,0.92,0.04,0.08,0.85,0.03,0.41,2008,0.93,0,0.17,0
05125-010517-2,5.8,195.3,0.44,0.09,415,0.73,0,0.09,0.03,0.3,0.46,0.23,0.95,0.27,0.3,0.86,0.05,0.25,2004,0.89,0,0.16,0
05125-010518-1,2425.6,0.7,0.47,0.13,474,0.8,0.17,0.21,0,0.79,0.17,0.58,0.97,0.4,0.29,0.77,0.2,0.28,2006,0.28,0,0.03,0
05125-010518-2,2188.1,0.7,0.54,0.72,394,0.59,0,0.17,0,0.64,0.26,0.63,0.88,0.42,0.21,0.85,0.14,0.09,2000,0.27,0.08,0.07,0
05125-010519-1,935.7,1.88,0.58,0.43,362,0.7,0,0.27,0.03,0.67,0.43,0.55,0.95,0.36,0.22,0.8,0.28,0.35,2005,0.68,0.27,0.12,0
05125-010519-2,1989.3,1.81,0.56,0.13,1245,0.75,0,0.17,0,0.73,0.19,0.52,0.93,0.55,0.26,0.75,0.06,0.15,1997,0.3,0.36,0.04,0
05125-010520-1,1455.3,1.39,0.51,0.55,552,0.6,0,0.18,0.04,0.76,0.1,0.32,0.95,0.45,0.29,0.84,0.05,0.09,2003,0.75,0,0.11,0
05125-010601-1,437.3,1.72,0.38,0.17,221,0.32,0,0.31,0.04,0.46,0.15,0.58,0.62,0.26,0.28,0.5,0.04,0.08,1969,0.46,0,0.05,0
05125-010601-2,1245.6,0.52,0.44,0,164,0.72,0.2,0.12,0.02,0.56,0.34,0.43,0.76,0.24,0.3,0.31,0.16,0,1950,0.31,0.26,0.12,0
05125-010601-3,1338.4,1.6,0.52,0.5,253,0.36,0,0.21,0.01,0.67,0.05,0.15,0.66,0.25,0.27,0.42,0.06,0.04,1968,0.47,0.2,0.04,0
05125-010602-1,206.9,6.8,0.54,0.31,379,0.53,0,0.38,0.05,0.38,0.29,0.71,0.8,0.24,0.24,0.58,0.06,0.07,1986,0.53,0.01,0.03,0
05125-010602-2,69.7,13.78,0.43,0.09,159,0.37,0.18,0.18,0.08,0.57,0.09,0.07,0.64,0.34,0.14,0.78,0.13,0.17,1992,0.31,0,0,0
05127-950100-1,5.4,132.02,0.52,0,154,0.43,0,0.16,0,0.4,0.32,0.76,0.96,0.35,0.16,0.85,0.43,0.12,1976,0.42,0,0.03,0
05127-950100-2,25,39.93,0.49,0.09,364,0.49,0.2,0.22,0.04,0.45,0.14,0.52,0.79,0.41,0.3,0.72,0.11,0.13,1980,0.7,0.32,0.11,0
05127-950100-3,3,214.98,0.48,0.04,352,0.27,0,0.42,0.01,0.4,0.08,0.76,0.68,0.25,0.35,0.47,0.05,0.17,1966,0.43,0,0.06,0
05127-950100-4,25.5,58.65,0.51,0,445,0.39,0,0.18,0,0.45,0.23,0.31,0.91,0.47,0.15,0.75,0.19,0.13,1982,0.47,0,0.19,0
05127-950200-1,167.3,8.03,0.48,0.82,285,0.31,0,0.25,0.07,0.47,0.16,0.28,0.67,0.24,0.33,0.61,0.19,0.09,1973,0.6,0.27,0.03,0.02
05127-950200-2,217.6,4.8,0.45,0.39,295,0.35,0.66,0.15,0.08,0.44,0.19,0.4,0.68,0.31,0.29,0.67,0.08,0.05,1981,0.52,0.35,0.07,0
05127-950200-3,405.8,3.84,0.42,0.5,346,0.38,0.12,0.23,0.05,0.54,0.25,0.41,0.87,0.37,0.15,0.66,0.03,0.1,1971,0.48,0.24,0.35,0
05127-950300-1,4.5,262.58,0.45,0.27,400,0.41,0,0.16,0.02,0.41,0.26,0.45,0.87,0.23,0.21,0.61,0.22,0.11,1988,0.64,0.03,0.07,0
05127-950300-2,5.6,168.03,0.42,0.05,268,0.54,0,0.2,0.02,0.34,0.21,0.65,0.75,0.45,0.25,0.75,0.17,0.12,1991,0.59,0.42,0.15,0
05129-970100-1,3.2,188.34,0.46,0,215,0.36,0,0.21,0,0.09,0.35,0.82,0.75,0.35,0.29,0.69,0.05,0.1,1968,0.37,0.61,0.04,0
05129-970100-2,11.7,65.84,0.47,0.09,203,0.58,0,0.18,0,0.31,0.28,0.23,0.87,0.46,0.27,0.76,0.08,0.16,1976,0.38,0,0.33,0
05129-970100-3,12.5,57.57,0.44,0.05,209,0.58,0,0.2,0.03,0.32,0.31,0.37,0.72,0.39,0.29,0.6,0,0.04,1978,0.46,0.04,0.19,0
05129-970200-1,45.8,21.21,0.46,0.2,222,0.48,0,0.24,0,0.51,0.08,0.5,0.77,0.35,0.19,0.77,0.16,0.14,1974,0.68,0.26,0.25,0
05129-970200-2,72.9,13.17,0.54,0.8,226,0.37,0,0.35,0.02,0.27,0.31,0.47,0.62,0.29,0.19,0.59,0.13,0.15,1976,0.58,0.18,0.11,0
05129-970200-3,16.8,38.86,0.63,0,214,0.26,0,0.17,0,0.18,0.2,0.34,0.43,0.23,0.08,0.71,0.06,0.07,1976,0.68,0.4,0.1,0
05129-970200-4,13.5,82.69,0.53,0.09,337,0.26,0,0.25,0,0.14,0.29,0.27,0.71,0.3,0.31,0.68,0.11,0.08,1980,0.35,0.13,0.36,0
05129-970300-1,6.1,94.7,0.47,0.36,185,0.51,0,0.1,0,0.27,0.29,0.69,0.91,0.38,0.19,0.86,0.25,0.11,1990,0.14,0,0.04,0
05129-970300-2,17.7,40.11,0.46,0.38,150,0.38,0.29,0.28,0.09,0.23,0.22,0.15,0.66,0.37,0.21,0.65,0.07,0.09,1978,0.62,0.22,0.22,0
05129-970300-3,12.6,63.35,0.47,0.17,223,0.43,0.93,0.26,0.07,0.17,0.33,0.67,0.86,0.25,0.19,0.76,0.16,0.08,1983,0.47,0,0,0
05131-000100-1,1332.3,1.07,0.54,0.69,144,0.28,0,0.22,0.06,0.39,0.11,0.08,0.8,0.75,0.29,0.81,0.1,0,1959,0.51,0.09,0.16,0
05131-000100-2,3663.1,0.3,0.52,0.11,163,0.27,0.21,0.24,0.08,0.78,0.42,0.15,0.77,0.66,0.35,0.71,0.05,0,1956,0.4,0.32,0.1,0
05131-000100-3,3291.9,0.19,0.5,0.21,104,0.55,0,0.26,0.03,0.85,0.06,0.15,0.58,0.54,0.31,0.76,0.18,0.28,1977,0.78,0.11,0.39,0
05131-000100-4,4396.9,0.38,0.56,0.59,259,0.27,0,0.29,0,0.86,0.22,0.6,0.7,0.51,0.21,0.84,0,0.04,1978,0.51,0.43,0.14,0
05131-000100-5,1774.5,0.16,0.31,1,119,0.33,0,0.66,0,0,0.34,0.58,0.93,0.07,0,0.34,0.18,0,1957,0.41,0.17,0,0
05131-000100-6,1923.8,0.58,0.55,0.79,100,0.27,0.48,0.31,0.07,0.43,0.06,0.52,0.6,0.65,0.15,0.74,0.07,0.08,1981,0.7,0.21,0.27,0
05131-000200-1,223.2,5.13,0.48,0.07,324,0.32,0,0.19,0,0.69,0.13,0.28,0.77,0.49,0.4,0.65,0.04,0.16,1968,0.42,0.24,0.07,0
05131-000200-2,3630.2,0.23,0.5,0.41,222,0.1,0,0.4,0.11,0.82,0.24,0.05,0.74,0.53,0.3,0.57,0,0,1958,0.43,0.44,0.04,0
05131-000200-3,4434.5,0.38,0.51,0.66,258,0.2,0,0.27,0.04,0.21,0.17,0.08,0.82,0.52,0.24,0.82,0.03,0.07,1970,0.59,0.25,0.28,0
05131-000200-4,4948.7,0.29,0.65,0.98,207,0.25,0.09,0.27,0.02,0.45,0.22,0.14,0.78,0.7,0.24,0.77,0.07,0,1958,0.6,0,0.09,0
05131-000200-5,2291.9,0.22,0.62,1,101,0.39,0,0.26,0,0.51,0.28,0.19,0.66,0.27,0.04,0.77,0.09,0.03,1990,0.3,0.09,0.25,0
05131-000300-1,2548.4,0.63,0.48,0.24,354,0.3,0.13,0.22,0.09,0.33,0.2,0.22,0.93,0.52,0.28,0.7,0.13,0.06,1950,0.5,0.09,0.07,0
05131-000300-2,389.4,1.84,0.43,0,71,0.51,0,0.31,0.07,0.24,0.17,0.2,0.67,0.13,0.22,0.34,0.04,0.23,1957,0.72,0.16,0.21,0
05131-000400-1,5741.3,0.14,0.56,0.33,145,0.22,0,0.15,0.02,0.86,0.09,0.03,0.45,0.7,0.28,0.84,0.03,0,1960,0.9,0.34,0.31,0
05131-000400-2,1629.6,0.3,0.53,0.16,111,0.41,0,0.29,0.02,0.15,0.19,0.36,0.68,0.27,0.33,0.47,0.04,0.13,1949,0.48,0.23,0.04,0
05131-000400-3,3192.1,0.11,0.33,0,37,0.13,0,0.41,0.03,0.73,0.14,0.13,0.98,0.05,0.31,0.31,0.15,0.03,1954,0.65,0.02,0.52,0
05131-000400-4,5811.8,0.3,0.52,0.76,301,0.16,0,0.17,0.16,0.43,0.17,0.25,0.83,0.56,0.37,0.77,0.08,0.03,1955,0.29,0.6,0.22,0
05131-000501-1,3605.5,0.41,0.65,0.65,233,0.45,0.28,0.33,0.01,0.68,0.28,0.06,0.52,0.36,0.13,0.44,0,0.01,1979,0.5,0.04,0.01,0
05131-000501-2,9991.9,0.17,0.43,0.47,236,0.13,0,0.11,0.01,0.33,0.07,0,0.59,0.7,0.35,0.87,0.17,0.06,1959,0.39,0.1,0.1,0
05131-000501-3,5300,0.21,0.56,0.37,183,0.25,0,0.26,0.06,0.67,0.19,0.26,0.71,0.46,0.23,0.66,0.03,0.08,1954,0.53,0.2,0.24,0
05131-000501-4,5852.4,0.23,0.4,0.37,205,0.65,0,0.19,0,0.5,0.2,0.34,0.81,0.51,0.1,0.66,0.08,0.06,1958,0.47,0,0.07,0
05131-000502-1,2883.1,0.37,0.58,0.74,144,0.36,0,0.3,0.06,0.67,0.23,0.18,0.81,0.49,0.19,0.71,0.04,0.12,1979,0.39,0.06,0.11,0
05131-000502-2,3066,0.43,0.53,0.02,352,0.33,0,0.22,0.03,0.62,0.57,0.28,0.92,0.6,0.28,0.84,0.18,0.04,1964,0.17,0.87,0,0
05131-000502-3,2212.9,0.32,0.53,0.32,294,0.53,0,0.46,0.01,0.42,0.42,0.25,0.86,0.35,0.12,0.51,0.07,0.09,1957,0.45,0.33,0.32,0
05131-000600-1,272.1,2.99,0.47,0.58,161,0.61,0,0.4,0.02,0.4,0.28,0.27,0.65,0.09,0.12,0.45,0.02,0.17,1975,0.53,0.04,0.19,0
05131-000600-2,3175.3,0.44,0.49,0.6,154,0.65,0,0.26,0.08,0.94,0.26,0.64,0.8,0.25,0.23,0.5,0.28,0.2,1979,0.47,0.1,0,0
05131-000600-3,1996.9,0.98,0.55,0,520,0.83,0,0.14,0.02,0.59,0.25,0.29,0.98,0.46,0.23,0.65,0.06,0.42,1973,0.1,0,0.13,0
05131-000600-4,1992,0.44,0.48,0,223,0.64,0,0.28,0.06,0.26,0.25,0.77,0.81,0.12,0.02,0.59,0.11,0.23,1972,0.29,0.19,0.12,0
05131-000700-1,6482,0.14,0.57,0.32,127,0.34,0,0.11,0,0.06,0.04,0.22,0.82,0.6,0.2,0.85,0.04,0.22,1971,0.68,0,0.06,0
05131-000700-2,4092.8,0.2,0.51,0.16,143,0.49,0,0.19,0.02,0.82,0.12,0.31,0.6,0.22,0.33,0.6,0.02,0.04,1973,0.61,0.22,0.08,0
05131-000700-3,5157.8,0.16,0.17,0.21,15,0.35,0.61,0.15,0.08,0.27,0.12,0.58,0.8,0.45,0.24,0.56,0.07,0.07,1974,0.79,0.04,0.21,0
05131-000700-4,2871.8,0.2,0.48,0,149,0.81,0,0.03,0,0.95,0.29,0.45,0.92,0.18,0.05,0.7,0,0.41,1956,0.41,0,0.4,0
05131-000700-5,2609,0.36,0.56,0,217,0.49,0,0.23,0.05,0.6,0.26,0.53,0.69,0.22,0.42,0.56,0.18,0.19,1971,0.29,0,0.11,0
05131-000700-6,4221.3,0.26,0.57,0.31,61,0.47,0,0.11,0.02,0.8,0.16,0.24,0.91,0.32,0.21,0.85,0,0.03,1989,0.82,0.05,0,0
05131-000800-1,2261.1,0.32,0.4,0.8,20,0.39,0,0.44,0,1,0.23,0.17,0.52,0.1,0.32,0.23,0,0,1943,0.85,0.33,0.16,0.1
05131-000800-2,9333.9,0.15,0.45,0.55,137,0.33,0,0.25,0.09,0.15,0.02,0.24,0.61,0.56,0.18,0.61,0.01,0,1948,0.51,0.15,0.23,0
05131-000800-3,4138.7,0.18,0.5,0,107,0.44,0,0.48,0.05,0.35,0.4,0.44,0.62,0.14,0.27,0.28,0.03,0.05,1972,0.75,0.37,0.22,0
05131-000800-4,5873.1,0.15,0.47,0.7,138,0.45,0,0.21,0.06,0.42,0.22,0.22,0.78,0.47,0.35,0.73,0.05,0.18,1947,0.47,0.09,0.18,0
05131-000800-5,4233.3,0.17,0.55,0.42,186,0.51,0,0.22,0.07,0.64,0.14,0.4,0.67,0.21,0.2,0.65,0.03,0.16,1948,0.48,0.54,0.06,0
05131-001001-1,4057,0.36,0.44,0.76,307,0.43,0.15,0.26,0.01,0.52,0.1,0.4,0.94,0.54,0.32,0.83,0.04,0.14,1949,0.5,0,0.05,0
05131-001001-2,5082.8,0.17,0.55,0.48,196,0.51,0,0.34,0,0.71,0.1,0.52,0.96,0.41,0.24,0.55,0.07,0.17,1956,0.17,0.09,0,0
05131-001001-3,5222.2,0.3,0.34,0.95,154,0.62,0,0.39,0.11,0.62,0.15,0.82,0.94,0.41,0.26,0.53,0,0.1,1952,0.57,0.06,0.13,0
05131-001001-4,1326.3,0.28,0.43,1,106,0.59,0,0.43,0,1,0.28,0,0.67,0,0.26,0.23,0.26,0.19,1948,0.59,0.17,0.18,0
05131-001001-5,1775.5,0.13,0.52,0,0,0.36,0,0.66,0.06,0,0.19,0.55,0.77,0.29,0.26,0.19,0,0,1973,0.87,0.08,0.14,0
05131-001002-1,2624,0.48,0.45,0.15,427,0.78,0.08,0.33,0.02,0.63,0.41,0.72,0.95,0.26,0.13,0.75,0.26,0.32,1951,0.37,0.13,0.08,0
05131-001002-2,2412.7,0.5,0.46,0.04,378,0.77,0,0.18,0.02,0.41,0.26,0.51,0.94,0.38,0.21,0.7,0.14,0.31,1972,0.2,0.22,0.14,0.01
05131-001101-1,2060.4,0.76,0.37,0.22,376,0.6,0,0.26,0.01,0.56,0.21,0.35,0.96,0.21,0.14,0.65,0.13,0.39,1980,0.51,0,0.05,0
05131-001101-2,1276.4,0.4,0.59,0,69,0.63,0.19,0.29,0,0.8,0.37,0.21,0.88,0.23,0.28,0.36,0,0.09,1973,0.86,0,0,0
05131-001101-3,1965.7,0.59,0.47,0.24,160,0.63,0,0.21,0.03,0.53,0.14,0.63,0.91,0.45,0.3,0.68,0.05,0.11,1973,0.58,0.04,0.06,0
05131-001101-4,1791.9,0.57,0.43,0,152,0.73,0,0.1,0,0.66,0.07,0.13,0.96,0.46,0.3,0.68,0,0.04,1976,0.34,0,0,0
05131-001102-1,1210.9,0.95,0.51,0.5,148,0.64,0,0.16,0.04,0.47,0.23,0.29,0.89,0.4,0.25,0.63,0.07,0.15,1987,0.73,0.09,0.06,0
05131-001102-2,2693.8,0.54,0.58,0.29,250,0.61,0,0.2,0.01,0.34,0.18,0.37,0.86,0.2,0.15,0.56,0.03,0.18,1980,0.77,0.05,0.18,0
05131-001102-3,204.7,3.53,0.61,0.88,90,0.58,0.32,0.37,0.06,0.48,0.26,0.47,0.98,0.34,0.09,0.6,0,0.19,1983,0.68,0.12,0.16,0.06
05131-001201-1,1094.7,0.85,0.51,0.43,170,0.42,0,0.15,0.02,0.11,0.28,0.22,0.95,0.4,0.47,0.66,0.08,0.02,1965,0.61,0.14,0.06,0
05131-001201-2,3735.9,0.3,0.52,0.62,212,0.72,0,0.31,0,0.6,0.26,0.67,0.81,0.38,0.29,0.65,0.15,0.06,1965,0.45,0.35,0.05,0
05131-001201-3,3569.1,0.57,0.6,0.13,446,0.73,0.38,0.15,0.01,0.65,0.11,0.47,0.91,0.59,0.29,0.8,0.12,0.33,1977,0.19,0.2,0.05,0
05131-001202-1,1117.6,1.01,0.47,0.49,186,0.39,0.02,0.48,0.16,0.24,0.14,0.25,0.67,0.23,0.39,0.43,0,0.1,1972,0.66,0.16,0.3,0
05131-001202-2,2410.9,0.31,0.46,0.56,175,0.54,0,0.19,0.1,0.51,0.26,0.53,0.66,0.5,0.23,0.64,0.03,0.18,1978,0.6,0.23,0.27,0
05131-001202-3,1864,0.37,0.5,0.26,149,0.46,0,0.42,0,0.34,0.2,0.22,0.66,0.33,0.27,0.39,0,0.05,1966,0.44,0.21,0,0
05131-001301-1,782.3,0.64,0.66,0,141,0.64,0,0.28,0,0.79,0.3,0.71,0.65,0.19,0.21,0.53,0.05,0.34,1983,0.23,0.44,0,0
05131-001301-2,1065.7,0.75,0.47,0.12,190,0.59,0,0.09,0.06,0.58,0.12,0.26,0.68,0.16,0.32,0.48,0.18,0.23,1984,0.52,0.32,0,0
05131-001301-3,1804.6,0.65,0.49,0,347,0.62,0,0.07,0.01,0.44,0.27,0.55,0.97,0.4,0.22,0.8,0.19,0.38,1988,0.37,0,0.09,0
05131-001305-1,3228.9,0.29,0.5,0.38,353,0.78,0,0.15,0.01,0.63,0.2,0.42,1,0.41,0.37,0.64,0.12,0.08,1976,0.35,0,0,0
05131-001305-2,2697.3,0.35,0.62,0.25,236,0.75,0.11,0.07,0.03,0.84,0.28,0.7,1,0.32,0.26,0.74,0.29,0.12,1983,0.39,0,0.13,0
05131-001305-3,1210.8,0.59,0.46,0,272,0.64,0,0.3,0,0.24,0.46,0.95,0.94,0.12,0.16,0.31,0,0.37,1986,0.42,0.03,0,0
05131-001305-4,1470.9,1.51,0.52,0.23,821,0.69,0,0.24,0.01,0.54,0.37,0.61,0.96,0.34,0.23,0.6,0.05,0.41,1993,0.44,0.41,0.04,0
05131-001306-1,1104.8,2.3,0.55,0.08,715,0.8,0,0.06,0.01,0.82,0.07,0.92,1,0.4,0.27,0.92,0.21,0.46,2004,0.26,0.18,0.03,0
05131-001306-2,372.1,3.23,0.46,0,163,0.87,0,0.16,0,0.39,0.06,0.95,1,0.59,0.09,0.8,0.2,0.19,2002,0.59,0,0.12,0
05131-001306-3,1821.4,0.6,0.59,0.19,249,0.87,0,0.14,0,0.82,0.07,0.34,0.93,0.19,0.38,0.36,0,0.11,1996,0.46,0,0.07,0
05131-001307-1,1736.4,0.44,0.51,0.54,132,0.52,0,0.33,0.09,0.36,0.24,0,0.64,0.76,0.3,1,0,0.05,1975,0,1,0.09,0
05131-001307-2,193.9,9.12,0.52,1,363,0.9,0,0.19,0.02,0.47,0.25,0.36,0.86,0.12,0.12,0.61,0.01,0.3,2013,0.66,0.09,0.12,0
05131-001308-1,312.9,4.94,0.71,1,471,0.42,0,0.36,0,0.67,0.23,0,0.66,0.32,0.36,0.52,0.05,0.15,1984,0.59,0.78,0.05,0
05131-001308-2,2815.8,0.62,0.44,0.09,399,0.82,0,0.28,0,0.93,0.13,0.87,0.74,0.35,0.19,0.45,0.27,0.02,2003,0.46,0.13,0,0
05131-001308-3,2373,0.32,0.52,0.24,312,0.57,0,0.1,0,0.53,0.1,0.4,0.81,0.27,0.33,0.5,0,0.21,1988,1,1,0,0
05131-001309-1,945.5,1.95,0.61,0.5,549,0.42,0,0.26,0.07,0.61,0.39,0.32,0.72,0.29,0.27,0.69,0.02,0.09,1975,0.5,0.43,0.03,0
05131-001310-1,2063.4,0.92,0.56,0.13,582,0.58,0,0.07,0.03,0.96,0.02,0.55,0.95,0.27,0.37,0.76,0.1,0.04,2004,0.72,0.07,0.15,0
05131-001310-2,2048.7,0.8,0.57,0.39,380,0.51,0.24,0.25,0.09,0.63,0.15,0.5,0.83,0.33,0.24,0.64,0.12,0.24,1975,0.49,0.19,0.21,0
05131-001310-3,2557.3,0.46,0.54,0.47,456,0.79,0,0.34,0,0.44,0.13,0.46,1,0.17,0.35,0.63,0.19,0.07,1974,0.31,0,0.1,0
05131-001311-1,500,3.73,0.5,0.09,560,0.86,0,0.05,0,0.63,0.2,0.53,0.96,0.37,0.25,0.89,0.16,0.32,1990,0.19,0,0.09,0
05131-001311-2,2097.6,0.94,0.55,0,574,0.74,0,0.13,0.04,0.49,0.19,0.42,0.94,0.25,0.24,0.63,0.09,0.5,1991,0.33,0.47,0.05,0
05131-001312-1,2758,0.75,0.51,0.03,563,0.84,0,0.12,0.02,0.36,0.33,0.54,0.96,0.48,0.2,0.75,0.07,0.3,1985,0.14,0,0.02,0
05131-001312-2,2163.5,0.29,0.49,1,186,0.41,0,0.53,0.07,0.76,0.06,0.18,0.8,0.12,0.15,0.23,0.06,0.06,1983,0.97,0,0,0
05131-001312-3,3295.8,0.3,0.37,0.66,156,0.72,0,0.33,0,0.37,0.37,0.39,0.94,0.26,0.15,0.38,0.14,0.02,1984,0.78,0.04,0.12,0.03
05131-010101-1,35.4,38.65,0.47,0.14,464,0.47,0.01,0.31,0.01,0.42,0.25,0.37,0.91,0.38,0.28,0.62,0.07,0.23,1997,0.51,0,0.03,0
05131-010101-2,527.9,5.67,0.53,0.01,737,0.6,0.1,0.13,0.02,0.67,0.21,0.47,0.89,0.51,0.23,0.82,0.01,0.13,1992,0.47,0.26,0.13,0
05131-010101-3,109.2,15.69,0.53,0.67,823,0.41,0,0.16,0,0.42,0.55,0.71,0.94,0.37,0.21,0.82,0.04,0.14,1973,0.66,0,0,0
05131-010102-1,35.9,28.06,0.52,0.35,351,0.38,0,0.3,0.03,0.31,0.31,0.37,0.88,0.38,0.16,0.69,0.03,0.13,1973,0.45,0.1,0.01,0
05131-010102-2,21.7,92.47,0.46,0,674,0.52,0,0.21,0.03,0.51,0.4,0.43,0.89,0.37,0.21,0.71,0.24,0.4,1985,0.49,0,0.02,0
05131-010102-3,161.6,8.8,0.52,0.22,452,0.89,0,0.08,0.05,0.68,0.15,0.87,0.94,0.6,0.33,0.96,0.2,0.21,2004,0.29,0,0.06,0
05131-010102-4,2681.2,0.62,0.62,0.66,512,0.3,0,0.2,0.05,0.73,0.22,0.35,0.84,0.46,0.22,0.67,0.03,0.12,1999,0.4,0.32,0.07,0
05131-010201-1,28.4,38.48,0.35,0.6,211,0.37,0,0.29,0,0.37,0.25,0.31,0.79,0.39,0.26,0.69,0.17,0.08,1981,0.55,0.14,0.28,0
05131-010201-2,462.8,3.58,0.5,0.25,671,0.61,0,0.18,0,0.38,0.41,0.93,0.8,0.26,0.15,0.78,0.06,0.37,1982,0.3,0,0.24,0
05131-010201-3,593.1,2.66,0.45,0.19,626,0.66,0,0.32,0,0.68,0.28,0.62,0.92,0.15,0.36,0.63,0.27,0.2,1981,0.26,0.3,0,0
05131-010201-4,257.6,2.6,0.43,0,183,0.77,0,0.09,0,0.34,0.24,0.11,1,0.26,0.2,0.87,0.14,0.45,1988,0.33,0,0,0
05131-010202-1,736.6,1.59,0.56,0.06,406,0.61,0,0.17,0.01,0.67,0.21,0.62,0.81,0.38,0.27,0.74,0.06,0.16,1988,0.35,0.19,0.01,0
05131-010202-2,312.7,8.92,0.5,0.2,483,0.63,0,0.17,0.02,0.68,0.19,0.47,0.87,0.48,0.28,0.72,0.1,0.13,1993,0.5,0.17,0.15,0
05131-010301-1,287.1,8.31,0.46,0.1,771,0.55,0,0.11,0.01,0.42,0.35,0.66,0.89,0.38,0.23,0.75,0.1,0.3,1997,0.25,0.06,0.21,0
05131-010301-2,101.6,17.34,0.49,0.46,490,0.43,0,0.34,0.02,0.41,0.36,0.47,0.79,0.4,0.27,0.61,0.07,0.13,1988,0.7,0.46,0.08,0
05131-010301-3,98,18.97,0.56,0.2,679,0.56,0,0.44,0.02,0.23,0.36,0.41,0.68,0.27,0.19,0.53,0.1,0.37,1983,0.53,0.26,0.03,0
05131-010303-1,23.4,76.27,0.55,0.13,547,0.43,0,0.27,0.01,0.44,0.2,0.31,0.76,0.34,0.28,0.6,0.18,0.15,1986,0.78,0.24,0.05,0
05131-010303-2,212.1,3.94,0.46,0.41,173,0.43,0,0.14,0.04,0.53,0.22,0.29,0.76,0.38,0.2,0.78,0.06,0.07,1981,0.61,0.29,0.21,0
05131-010304-1,38,29.04,0.45,0,410,0.44,0,0.04,0,0.63,0.11,0.83,0.9,0.61,0.42,0.94,0.21,0.26,1989,0.75,0,0,0
05131-010304-2,32.5,44.17,0.51,0.29,449,0.58,0.1,0.19,0.04,0.32,0.19,0.31,0.8,0.38,0.25,0.81,0.08,0.21,1982,0.55,0.28,0.4,0
