Unnamed: 0	population_den	Area	female_per	children_living_with_single_parents	owner_occupied	some_college_more	dropped_out_schoolOrCollege	sep_wid_div	unemp	debt_housing_units	housing_retirement_income	females_per_tier1_jobs	household_income_less_than_20k	household_size_greater_than_equal_3	age_35_to_54	family_household	household_self_emp	hh_dividends	yr_built	electricity_cost_per	gross_rent	pool_publicTransport	bike
"Block Group 2, Census Tract 8.06, Craighead County, Arkansas"	101.6	20.66	0.49	0.14	660	0.69	0	0.22	0.04	0.61	0.19	0.59	0.98	0.42	0.42	0.73	0.08	0.15	1999	0.6	0.11	0.03	0
"Block Group 1, Census Tract 9, Craighead County, Arkansas"	58.9	18.66	0.49	0.42	323	0.48	0	0.16	0.01	0.56	0.22	0.54	0.92	0.26	0.2	0.85	0.03	0.02	1980	0.33	0.06	0.22	0
"Block Group 2, Census Tract 9, Craighead County, Arkansas"	99.8	19.92	0.5	0.31	351	0.35	0.14	0.26	0.04	0.53	0.26	0.4	0.87	0.54	0.2	0.77	0.07	0.07	1977	0.26	0.04	0.12	0
"Block Group 3, Census Tract 9, Craighead County, Arkansas"	77.4	15.58	0.55	0.31	413	0.42	0	0.35	0.04	0.65	0.19	0.42	0.77	0.34	0.17	0.57	0.05	0.09	1986	0.37	0.04	0.11	0
"Block Group 4, Census Tract 9, Craighead County, Arkansas"	54.1	31.61	0.47	0.08	444	0.43	0	0.16	0.05	0.48	0.14	0.34	0.94	0.4	0.27	0.74	0.13	0.18	1980	0.46	0.02	0.15	0
"Block Group 1, Census Tract 10, Craighead County, Arkansas"	9.4	65.02	0.49	0	207	0.34	0	0.22	0.07	0.47	0.09	0.32	0.94	0.54	0.24	0.81	0.07	0.08	1968	0.39	0	0.26	0
"Block Group 2, Census Tract 10, Craighead County, Arkansas"	281.6	4.25	0.48	0.57	328	0.41	0	0.36	0.03	0.32	0.19	0.37	0.82	0.28	0.29	0.53	0.16	0.17	1971	0.28	0.09	0.24	0
"Block Group 3, Census Tract 10, Craighead County, Arkansas"	13.7	70.19	0.5	0.29	248	0.35	0	0.32	0	0.27	0.21	0.47	0.73	0.41	0.23	0.62	0.1	0.23	1969	0.11	0.25	0.03	0
"Block Group 4, Census Tract 10, Craighead County, Arkansas"	110.9	11.9	0.51	0.31	345	0.35	0.07	0.27	0.05	0.46	0.26	0.31	0.73	0.37	0.19	0.64	0.21	0.1	1972	0.27	0.06	0.3	0.01
"Block Group 1, Census Tract 11.01, Craighead County, Arkansas"	153.3	13.59	0.53	0.33	484	0.45	0	0.21	0.01	0.58	0.08	0.88	0.87	0.42	0.17	0.65	0.26	0.12	2001	0.83	0.19	0.13	0
"Block Group 2, Census Tract 11.01, Craighead County, Arkansas"	140.1	20.99	0.5	0.03	663	0.6	0.46	0.16	0.01	0.6	0.13	0.7	0.93	0.55	0.32	0.82	0.2	0.22	2000	0.55	0	0.1	0
"Block Group 1, Census Tract 11.02, Craighead County, Arkansas"	8.7	49.84	0.52	0	187	0.41	0	0.04	0	0	0.35	0.41	0.92	0.09	0.05	0.92	0.18	0.18	1980	0.48	0	0	0
"Block Group 2, Census Tract 11.02, Craighead County, Arkansas"	34.4	16.47	0.6	0	254	0.49	0	0.25	0	0.58	0.16	0.82	0.7	0.26	0.29	0.49	0.21	0	1962	0.55	0	0	0
"Block Group 3, Census Tract 11.02, Craighead County, Arkansas"	485.2	7.3	0.51	0.17	760	0.45	0	0.2	0.04	0.68	0.13	0.46	0.93	0.56	0.2	0.78	0.14	0.11	1998	0.75	0.23	0.08	0
"Block Group 1, Census Tract 12, Craighead County, Arkansas"	7	64.35	0.51	0.03	112	0.44	0	0.19	0.01	0.54	0.01	0.28	0.92	0.32	0.24	0.63	0.06	0.12	1978	0.66	0	0.1	0
"Block Group 2, Census Tract 12, Craighead County, Arkansas"	166.3	5.9	0.38	0.7	247	0.71	0	0.29	0.03	0.68	0.12	0.74	0.82	0.6	0.31	0.83	0.09	0.12	1995	0.35	0.3	0.05	0
"Block Group 3, Census Tract 12, Craighead County, Arkansas"	8.8	126.42	0.49	0.47	297	0.39	0.53	0.21	0	0.63	0.32	0.47	0.74	0.51	0.19	0.81	0.17	0.29	1980	0.23	0.11	0.11	0
"Block Group 4, Census Tract 12, Craighead County, Arkansas"	569.7	3.78	0.49	0.21	448	0.5	0.06	0.3	0.06	0.7	0.15	0.36	0.88	0.48	0.2	0.72	0.14	0.08	1991	0.66	0.14	0.09	0
"Block Group 1, Census Tract 201.01, Crawford County, Arkansas"	11	71.61	0.49	0.07	253	0.58	0	0.26	0.02	0.64	0.16	0.61	0.81	0.43	0.36	0.55	0.15	0.1	1994	0.66	0.16	0.19	0
"Block Group 2, Census Tract 201.01, Crawford County, Arkansas"	12.9	43.55	0.39	0.88	253	0.46	0	0.13	0	0.21	0.21	0.51	0.68	0.2	0.09	0.72	0.08	0.5	1980	0.5	0.18	0.43	0
"Block Group 3, Census Tract 201.01, Crawford County, Arkansas"	33.4	29.62	0.46	0.05	418	0.4	0	0.18	0	0.39	0.21	0.39	0.75	0.41	0.4	0.6	0.04	0.35	1983	0.39	0	0.07	0
"Block Group 1, Census Tract 201.02, Crawford County, Arkansas"	107.6	11.45	0.53	0.02	505	0.62	0	0.13	0.01	0.8	0.38	0.3	0.96	0.25	0.13	0.91	0.06	0.25	1992	0.78	0	0.1	0
"Block Group 2, Census Tract 201.02, Crawford County, Arkansas"	49	29.21	0.46	0	461	0.46	0.03	0.11	0	0.49	0.1	0.33	0.78	0.46	0.39	0.81	0.21	0.32	1994	0.8	0	0.36	0
"Block Group 1, Census Tract 202.04, Crawford County, Arkansas"	507.8	4.79	0.55	1	899	0.74	0	0.22	0	0.64	0.27	0.49	0.92	0.18	0.21	0.79	0.03	0.32	2002	0.57	0	0	0
"Block Group 2, Census Tract 202.04, Crawford County, Arkansas"	126.4	14.87	0.53	0.12	791	0.36	0	0.31	0.01	0.24	0.38	0.1	0.84	0.26	0.29	0.59	0.05	0.13	1984	0.48	0	0.08	0
"Block Group 3, Census Tract 202.04, Crawford County, Arkansas"	203.1	6.32	0.46	0	356	0.48	0	0.22	0.03	0.79	0.14	0.41	0.86	0.63	0.24	0.77	0.13	0.18	1991	0.18	0	0	0
"Block Group 1, Census Tract 202.05, Crawford County, Arkansas"	11.1	96.62	0.54	0.36	379	0.42	0	0.19	0	0.43	0.38	0.12	1	0.35	0.15	0.86	0.05	0.06	1997	0.31	0	0.12	0
"Block Group 2, Census Tract 202.05, Crawford County, Arkansas"	54.1	51.64	0.57	0.13	783	0.52	0	0.09	0.02	0.62	0.2	0.33	0.86	0.42	0.3	0.91	0.15	0.1	1996	0.48	0.19	0.05	0
"Block Group 1, Census Tract 202.06, Crawford County, Arkansas"	37	16.07	0.48	0.25	266	0.51	0	0.28	0	0.58	0.38	0.42	0.86	0.28	0.43	0.52	0.08	0.05	1982	0.64	0	0	0
"Block Group 2, Census Tract 202.06, Crawford County, Arkansas"	34.8	28.83	0.51	0.42	457	0.34	0	0.34	0.01	0.38	0.35	0.15	0.78	0.29	0.25	0.59	0.12	0.21	1986	0.55	0	0.04	0
"Block Group 1, Census Tract 202.07, Crawford County, Arkansas"	272.1	10.25	0.52	0.24	736	0.65	0.16	0.19	0.01	0.65	0.13	0.55	0.95	0.46	0.24	0.73	0.1	0.12	1998	0.67	0.04	0.04	0
"Block Group 2, Census Tract 202.07, Crawford County, Arkansas"	108.6	13.04	0.56	0	494	0.54	0	0.14	0	0.32	0.16	0.47	0.98	0.23	0.25	0.69	0.16	0.25	1988	0.48	0	0	0
"Block Group 1, Census Tract 202.08, Crawford County, Arkansas"	2276	1.09	0.46	0.54	568	0.56	0	0.48	0.08	0.71	0.08	0.23	0.9	0.36	0.24	0.63	0.12	0.13	1994	0.36	0.24	0.06	0
"Block Group 2, Census Tract 202.08, Crawford County, Arkansas"	1410.3	0.73	0.59	0.16	337	0.68	0	0.3	0	0.55	0.53	0.58	0.97	0.15	0.26	0.65	0.12	0.38	2000	0.31	0	0.08	0
"Block Group 1, Census Tract 203.01, Crawford County, Arkansas"	2253.6	0.74	0.5	0.31	416	0.52	0	0.27	0.01	0.5	0.24	0.69	0.84	0.39	0.22	0.65	0.03	0.16	1975	0.53	0.23	0.12	0
"Block Group 2, Census Tract 203.01, Crawford County, Arkansas"	2018.8	0.92	0.54	0.27	600	0.58	0.4	0.24	0.01	0.52	0.28	0.37	0.89	0.28	0.24	0.69	0.15	0.22	1982	0.31	0.17	0.08	0
"Block Group 3, Census Tract 203.01, Crawford County, Arkansas"	2526.2	0.29	0.54	0.17	219	0.77	0	0.08	0	0.74	0.12	0.2	0.93	0.59	0.33	0.86	0.11	0.03	1958	0.46	0.38	0.05	0
"Block Group 1, Census Tract 203.02, Crawford County, Arkansas"	271.9	5.46	0.49	0.13	547	0.49	0	0.21	0.03	0.23	0.25	0.64	0.87	0.42	0.34	0.76	0.03	0.22	1987	0.26	0.14	0.01	0
"Block Group 2, Census Tract 203.02, Crawford County, Arkansas"	2265.8	0.88	0.49	0.6	382	0.33	0.4	0.19	0.13	0.53	0.2	0.47	0.83	0.57	0.1	0.83	0.05	0.12	1980	0.76	0.05	0.09	0
"Block Group 3, Census Tract 203.02, Crawford County, Arkansas"	3019.5	0.36	0.63	0.26	317	0.79	0	0.11	0.03	0.78	0.31	0.59	0.96	0.49	0.38	0.83	0.09	0.11	1993	0.11	0	0.08	0
"Block Group 1, Census Tract 204.01, Crawford County, Arkansas"	307	3.98	0.48	0.23	378	0.53	0	0.08	0	0.57	0.15	0.31	0.89	0.52	0.27	0.92	0.12	0.1	1986	0.46	0.48	0.05	0
"Block Group 2, Census Tract 204.01, Crawford County, Arkansas"	287.6	5.24	0.44	0.05	404	0.34	0	0.11	0.02	0.39	0.17	0.47	0.9	0.47	0.19	0.73	0.06	0.12	1974	0.55	0	0.05	0
"Block Group 3, Census Tract 204.01, Crawford County, Arkansas"	135.1	10.32	0.49	0.11	485	0.63	0	0.28	0.11	0.66	0.27	0.69	0.83	0.38	0.34	0.66	0.02	0.24	1989	0.25	0.59	0.06	0
"Block Group 4, Census Tract 204.01, Crawford County, Arkansas"	44	32.46	0.5	0.07	499	0.52	0	0.12	0.02	0.6	0.25	0.27	0.96	0.48	0.22	0.77	0.15	0.05	1989	0.47	0	0.08	0
"Block Group 1, Census Tract 204.02, Crawford County, Arkansas"	85	18.81	0.44	0.12	570	0.39	0	0.25	0.01	0.48	0.33	0.35	0.77	0.4	0.21	0.66	0.04	0.12	1975	0.51	0.27	0	0
"Block Group 2, Census Tract 204.02, Crawford County, Arkansas"	125.6	17.97	0.45	0.07	635	0.47	0	0.14	0.02	0.66	0.17	0.57	0.9	0.5	0.31	0.81	0.11	0.14	2001	0.57	0.06	0.07	0
"Block Group 3, Census Tract 204.02, Crawford County, Arkansas"	35.1	17.43	0.51	0.82	228	0.34	0	0.27	0.05	0.22	0.13	0.26	0.79	0.45	0.2	0.75	0.24	0.03	1970	0.29	0.13	0	0
"Block Group 1, Census Tract 205.01, Crawford County, Arkansas"	193.7	9.12	0.53	0.78	271	0.23	0	0.13	0.07	0.43	0.12	0.26	0.73	0.52	0.26	0.88	0.1	0.05	1987	0.57	0.34	0.04	0
"Block Group 2, Census Tract 205.01, Crawford County, Arkansas"	750	1.78	0.53	0.19	345	0.3	0	0.17	0.01	0.82	0.09	0.41	0.9	0.59	0.31	0.77	0.13	0.03	1990	0.6	0.12	0.07	0
"Block Group 3, Census Tract 205.01, Crawford County, Arkansas"	933.4	1.61	0.56	0.5	302	0.3	0	0.23	0.03	0.53	0.26	0.43	0.64	0.35	0.13	0.83	0.09	0.08	1988	0.51	0.45	0.02	0
"Block Group 1, Census Tract 205.02, Crawford County, Arkansas"	328.1	1.49	0.31	1	171	0.45	0	0.41	0	0	0.05	0	0.75	0	0.33	0.62	0	0.09	1976	0.68	0	0	0
"Block Group 2, Census Tract 205.02, Crawford County, Arkansas"	2478.4	0.96	0.52	0.53	330	0.46	0	0.32	0.03	0.86	0.19	0.39	0.78	0.34	0.16	0.62	0.03	0.15	1976	0.64	0.23	0.07	0
"Block Group 3, Census Tract 205.02, Crawford County, Arkansas"	1116.7	0.32	0.52	1	92	0.68	0	0.13	0	0.64	0.09	0.43	0.87	0.36	0.37	0.8	0	0.05	1945	0.3	0	0	0
"Block Group 4, Census Tract 205.02, Crawford County, Arkansas"	1843.2	0.6	0.53	0.72	59	0.42	0	0.39	0	0.61	0.17	0.45	0.5	0.35	0.16	0.4	0.04	0.03	1977	0.6	0.02	0.26	0.04
"Block Group 1, Census Tract 206.01, Crawford County, Arkansas"	168.2	6.79	0.43	0	496	0.67	0	0.21	0.05	0.61	0.28	0.57	0.92	0.29	0.31	0.61	0.15	0.25	1985	0.81	0	0	0
"Block Group 2, Census Tract 206.01, Crawford County, Arkansas"	114.7	8.61	0.51	0.09	388	0.44	0	0.25	0	0.64	0.28	0.61	0.88	0.35	0.45	0.73	0.1	0.25	2000	0.62	0.74	0.01	0
"Block Group 1, Census Tract 206.02, Crawford County, Arkansas"	135.2	2.96	0.49	0	181	0.49	0	0.15	0	0.33	0.2	0.67	0.71	0.17	0.06	0.7	0.08	0.13	1988	0.2	0	0.11	0
"Block Group 2, Census Tract 206.02, Crawford County, Arkansas"	285.2	3.1	0.56	0.21	230	0.62	0	0.27	0	0.86	0.2	0.42	0.89	0.5	0.37	0.86	0.04	0.05	1997	0.86	0.23	0.07	0
"Block Group 3, Census Tract 206.02, Crawford County, Arkansas"	1105.5	1.75	0.44	0.76	428	0.72	0	0.26	0.02	0.65	0.15	0.42	0.78	0.54	0.21	0.79	0.05	0.08	2000	0.46	0.54	0.13	0
"Block Group 4, Census Tract 206.02, Crawford County, Arkansas"	988.3	1.25	0.58	0.68	113	0.59	0	0.25	0.03	0.3	0.37	0.27	0.72	0.37	0.14	0.71	0.03	0.13	1987	0.56	0.26	0.09	0
"Block Group 5, Census Tract 206.02, Crawford County, Arkansas"	98.7	9.34	0.54	0.95	173	0.39	0	0.4	0	0.78	0.42	0.11	0.86	0.25	0.31	0.43	0.02	0.07	2003	0.74	0.4	0.04	0
"Block Group 6, Census Tract 206.02, Crawford County, Arkansas"	1376	1.04	0.51	0.72	103	0.35	0.28	0.23	0.12	0.87	0.18	0.39	0.8	0.47	0.21	0.7	0	0.03	1982	0.55	0.13	0.09	0
"Block Group 1, Census Tract 301.01, Crittenden County, Arkansas"	3262.3	0.34	0.54	0.85	118	0.39	0	0.29	0.2	0.83	0.04	0.26	0.78	0.41	0.2	0.72	0.18	0	1964	0.23	0.21	0.15	0
"Block Group 2, Census Tract 301.01, Crittenden County, Arkansas"	4352.3	0.26	0.59	0.92	69	0.24	0.16	0.31	0	0.65	0.12	0.26	0.59	0.43	0.13	0.61	0.04	0.01	1971	0.34	0.18	0.35	0
"Block Group 1, Census Tract 301.02, Crittenden County, Arkansas"	1769.9	0.4	0.49	0.75	172	0.55	0	0.04	0.04	0.9	0.02	0.19	0.88	0.5	0.45	0.75	0.07	0	1974	0.72	0.12	0.05	0
"Block Group 2, Census Tract 301.02, Crittenden County, Arkansas"	2023.3	0.3	0.58	1	145	0.28	0	0.3	0.09	0.53	0.1	0.32	0.75	0.33	0.21	0.65	0	0	1969	0.42	0.5	0.09	0
"Block Group 3, Census Tract 301.02, Crittenden County, Arkansas"	4481.8	0.35	0.72	0.84	297	0.33	0	0.3	0.02	0.72	0.1	0.32	0.6	0.21	0.31	0.67	0.05	0	1969	0.62	0.5	0.23	0
"Block Group 1, Census Tract 302.01, Crittenden County, Arkansas"	3343.4	0.45	0.7	0.95	44	0.27	0.27	0.53	0.17	0.52	0.12	0.43	0.75	0.24	0.28	0.42	0	0	1967	0.66	0.03	0.05	0
"Block Group 2, Census Tract 302.01, Crittenden County, Arkansas"	4019.3	0.19	0.44	0.57	293	0.43	0	0.15	0	0.79	0.22	0.53	0.94	0.24	0.26	0.68	0.14	0	1963	0.12	1	0.07	0
"Block Group 3, Census Tract 302.01, Crittenden County, Arkansas"	2197.4	0.44	0.54	0.83	331	0.52	0	0.35	0.03	0.22	0.18	0.67	0.72	0.26	0.12	0.48	0.06	0.14	1960	0.13	0.9	0.11	0
"Block Group 4, Census Tract 302.01, Crittenden County, Arkansas"	881.3	1.06	0.52	0.45	142	0.54	0	0.34	0.04	0.37	0.15	0.71	0.88	0.22	0.22	0.39	0.34	0.1	1967	0.48	0.05	0.09	0
"Block Group 5, Census Tract 302.01, Crittenden County, Arkansas"	7297.2	0.16	0.54	0.19	159	0.52	0	0.2	0.05	0.82	0.17	0.51	0.92	0.43	0.22	0.56	0.04	0	1948	0.04	0.06	0	0
"Block Group 1, Census Tract 302.02, Crittenden County, Arkansas"	2665.2	0.39	0.55	0.54	462	0.74	0	0.22	0	0.42	0.43	0.49	0.89	0.23	0.2	0.65	0.04	0.32	1973	0.15	0	0	0
"Block Group 2, Census Tract 302.02, Crittenden County, Arkansas"	4394.6	0.38	0.47	0.51	556	0.76	0	0.15	0.01	0.8	0.38	0.5	0.92	0.41	0.23	0.86	0.14	0.09	1979	0.44	0.17	0	0.02
"Block Group 3, Census Tract 302.02, Crittenden County, Arkansas"	699.1	1.39	0.49	0.36	383	0.64	0	0.2	0.04	0.71	0.31	0.34	0.93	0.24	0.21	0.73	0.03	0.21	1993	0.42	0	0.03	0
"Block Group 1, Census Tract 303.01, Crittenden County, Arkansas"	12091.6	0.11	0.49	0.76	201	0.36	0	0.27	0.16	0.31	0.08	0.34	0.82	0.58	0.15	0.61	0.14	0.05	1976	0.1	0.4	0.36	0
"Block Group 2, Census Tract 303.01, Crittenden County, Arkansas"	508.6	2.7	0.53	0.34	433	0.55	0	0.29	0.07	0.65	0.18	0.23	0.79	0.23	0.23	0.57	0.09	0.17	1990	0.5	0.27	0.13	0
"Block Group 1, Census Tract 303.02, Crittenden County, Arkansas"	4260.6	0.49	0.66	0.81	79	0.33	0	0.37	0.08	1	0.13	0.17	0.29	0.37	0.12	0.5	0.06	0	2000	0.84	0.49	0.26	0
"Block Group 2, Census Tract 303.02, Crittenden County, Arkansas"	1025.3	0.75	0.55	0.68	168	0.5	0	0.27	0.06	0.79	0.07	0.49	0.87	0.28	0.41	0.5	0.09	0.07	1988	0.39	0.13	0.09	0
"Block Group 1, Census Tract 305.03, Crittenden County, Arkansas"	2416.5	0.31	0.54	1	62	0.28	0	0.21	0.02	0.1	0.13	0.32	0.6	0.26	0.23	0.52	0.02	0	1980	0.38	0.24	0.15	0
"Block Group 2, Census Tract 305.03, Crittenden County, Arkansas"	2802.2	0.24	0.46	0.52	116	0.29	0	0.3	0.06	0.26	0.34	0.14	0.73	0.27	0.28	0.56	0.06	0.05	1964	0.25	0.14	0.19	0
"Block Group 1, Census Tract 306.01, Crittenden County, Arkansas"	7.5	80.22	0.52	0.74	169	0.39	0.11	0.31	0.02	0.44	0.08	0.44	0.66	0.3	0.18	0.6	0.17	0.07	1981	0.33	0.12	0.18	0
"Block Group 1, Census Tract 306.02, Crittenden County, Arkansas"	169.8	7.35	0.51	1	11	0.31	0	0.1	0.39	0	0.07	0.16	0.64	0.32	0.1	0.77	0.06	0	1990	0.73	0.15	0.28	0
"Block Group 2, Census Tract 306.02, Crittenden County, Arkansas"	32.3	27.82	0.43	0.15	347	0.62	0.11	0.28	0.02	0.66	0.11	0.47	0.84	0.17	0.22	0.72	0.16	0.05	1984	0.62	0.4	0.17	0
"Block Group 3, Census Tract 306.02, Crittenden County, Arkansas"	20.9	59.72	0.5	0.31	303	0.44	0	0.25	0.03	0.26	0.24	0.31	0.95	0.34	0.17	0.6	0.07	0.07	1988	0.56	0.07	0.15	0
"Block Group 1, Census Tract 307.01, Crittenden County, Arkansas"	7	84.37	0.55	0.3	187	0.48	0	0.31	0	0.37	0.14	0.58	0.87	0.34	0.37	0.71	0.32	0.18	1993	0.28	0	0.05	0
"Block Group 2, Census Tract 307.01, Crittenden County, Arkansas"	8.5	66.15	0.42	0.05	165	0.37	0	0.24	0.14	0.38	0.38	0.33	0.92	0.4	0.16	0.72	0.09	0.09	1993	0.54	0.14	0.07	0
"Block Group 1, Census Tract 307.02, Crittenden County, Arkansas"	49	20.07	0.46	0.65	179	0.53	0.37	0.21	0.14	0.58	0.13	0.39	0.77	0.52	0.24	0.68	0.06	0.16	1990	0.76	0.39	0.12	0
"Block Group 1, Census Tract 307.03, Crittenden County, Arkansas"	65.1	17	0.44	0.68	128	0.38	0.13	0.3	0.08	0.19	0.16	0.05	0.84	0.42	0.32	0.64	0.09	0.11	1987	0.64	0.15	0.03	0
"Block Group 1, Census Tract 308.03, Crittenden County, Arkansas"	271.1	6.89	0.5	0.14	682	0.62	0	0.19	0.02	0.77	0.27	0.6	0.96	0.34	0.24	0.65	0.05	0.18	1997	0.19	0.24	0.03	0
"Block Group 1, Census Tract 308.04, Crittenden County, Arkansas"	3357.2	1.03	0.51	0.24	803	0.66	0.03	0.18	0.02	0.87	0.09	0.41	0.92	0.45	0.33	0.6	0.05	0.1	2004	0.4	0.2	0.11	0
"Block Group 2, Census Tract 308.04, Crittenden County, Arkansas"	1424.1	0.78	0.5	0.66	264	0.52	0	0.24	0.08	0.77	0.13	0.36	0.81	0.5	0.21	0.8	0.09	0.02	1983	0.99	0.27	0.17	0.01
"Block Group 1, Census Tract 308.05, Crittenden County, Arkansas"	2314.8	0.88	0.49	0.54	252	0.53	0.42	0.27	0.06	0.78	0.13	0.52	0.87	0.34	0.23	0.52	0.01	0.03	1998	0.96	0.15	0.13	0
"Block Group 2, Census Tract 308.05, Crittenden County, Arkansas"	1470.7	0.81	0.48	0.25	354	0.54	0	0.2	0	0.63	0.13	0.44	0.96	0.34	0.17	0.68	0.2	0.28	1975	0.47	0	0.14	0
"Block Group 1, Census Tract 308.06, Crittenden County, Arkansas"	90.5	27.81	0.48	0.23	815	0.77	0	0.11	0	0.67	0.25	0.63	0.98	0.65	0.36	0.91	0.16	0.27	2003	0.22	0	0.15	0
"Block Group 2, Census Tract 308.06, Crittenden County, Arkansas"	2190	0.63	0.51	0.37	341	0.59	0	0.13	0.08	0.65	0.12	0.6	0.88	0.5	0.26	0.75	0.23	0.09	1992	0.37	0.15	0.09	0
"Block Group 1, Census Tract 308.07, Crittenden County, Arkansas"	19.4	85.93	0.47	0.32	374	0.57	0.01	0.21	0.08	0.62	0.19	0.67	0.82	0.53	0.36	0.71	0.18	0.12	1999	0.49	0.2	0.17	0
"Block Group 1, Census Tract 310, Crittenden County, Arkansas"	9.2	63.39	0.52	0.19	161	0.24	0	0.22	0.01	0.43	0.11	0.73	0.78	0.46	0.27	0.66	0.23	0.13	1996	0.53	0	0.33	0
"Block Group 2, Census Tract 310, Crittenden County, Arkansas"	45.9	14.96	0.5	0.19	187	0.45	0	0.21	0.03	0.52	0.17	0.44	0.65	0.31	0.27	0.68	0.17	0.18	1973	0.48	0.17	0.04	0
"Block Group 1, Census Tract 311, Crittenden County, Arkansas"	22.6	20.3	0.61	1	64	0.27	0	0.38	0	0.31	0.02	0.26	0.54	0.5	0.12	0.6	0.09	0	1980	0.41	0.21	0.08	0
"Block Group 2, Census Tract 311, Crittenden County, Arkansas"	280.8	3.69	0.51	0.49	203	0.27	0.01	0.38	0.07	0.52	0.03	0.26	0.71	0.36	0.2	0.57	0.02	0.06	1966	0.24	0.18	0.2	0
"Block Group 3, Census Tract 311, Crittenden County, Arkansas"	151.4	1.84	0.42	1	53	0.3	0	0.2	0.04	0.21	0.11	0.2	0.93	0.45	0.36	0.44	0.16	0.16	1984	0.63	0	0.59	0
"Block Group 4, Census Tract 311, Crittenden County, Arkansas"	26.7	9.98	0.44	1	73	0.06	0	0.26	0.26	0.36	0.06	0.14	0.43	0.12	0.03	0.41	0	0.23	1978	0.71	0.81	0	0
"Block Group 1, Census Tract 312, Crittenden County, Arkansas"	2615.1	0.27	0.44	0.39	113	0.22	0	0.47	0.04	0.31	0.04	0.4	0.49	0.48	0.27	0.68	0	0.01	1976	0.3	0.3	0.16	0
"Block Group 2, Census Tract 312, Crittenden County, Arkansas"	2662.1	0.29	0.58	0.63	154	0.32	0.03	0.25	0.03	0.2	0.19	0.27	0.62	0.27	0.19	0.51	0.07	0.03	1977	0.47	0.43	0.16	0
"Block Group 1, Census Tract 9501, Cross County, Arkansas"	5.3	178.42	0.47	0.61	224	0.34	0	0.28	0.06	0.23	0.18	0.55	0.57	0.24	0.18	0.44	0.09	0.12	1972	0.55	0.08	0.08	0
"Block Group 1, Census Tract 9502, Cross County, Arkansas"	55	12.98	0.48	0.48	191	0.34	0	0.29	0.02	0.36	0.26	0.09	0.8	0.48	0.27	0.79	0.09	0.07	1973	0.63	0.1	0.21	0
"Block Group 2, Census Tract 9502, Cross County, Arkansas"	16.7	71.89	0.53	0.19	318	0.47	0	0.35	0.06	0.63	0.24	0.53	0.78	0.35	0.33	0.74	0.18	0.08	1982	0.56	0.13	0.25	0
"Block Group 3, Census Tract 9502, Cross County, Arkansas"	18.7	67.69	0.49	0.34	451	0.34	0	0.22	0.06	0.41	0.18	0.33	0.82	0.4	0.26	0.73	0.07	0.3	1984	0.72	0.15	0.09	0
"Block Group 1, Census Tract 9503, Cross County, Arkansas"	8.6	102.81	0.57	0.39	202	0.3	0	0.27	0.02	0.41	0.09	0.28	0.8	0.49	0.24	0.71	0.11	0.11	1970	0.68	0.02	0.13	0
"Block Group 2, Census Tract 9503, Cross County, Arkansas"	5.2	94.35	0.47	0.64	194	0.49	0	0.38	0.03	0.1	0.27	0.92	0.8	0.29	0.15	0.74	0.14	0.33	1976	0.5	0	0.18	0
"Block Group 1, Census Tract 9504, Cross County, Arkansas"	19.9	31.97	0.41	0.62	175	0.32	0	0.21	0.02	0.35	0.29	0.24	0.97	0.58	0.28	0.92	0.13	0.22	1989	0.72	0.25	0	0
"Block Group 2, Census Tract 9504, Cross County, Arkansas"	61.1	16.06	0.54	0.08	276	0.57	0	0.12	0.01	0.84	0.13	0.55	1	0.57	0.34	0.8	0.03	0.13	1982	0.74	0	0.18	0
"Block Group 3, Census Tract 9504, Cross County, Arkansas"	39.1	24.17	0.49	0.21	291	0.42	0.08	0.26	0.09	0.45	0.24	0.39	0.83	0.4	0.32	0.79	0.02	0.03	1981	0.64	0	0.05	0
"Block Group 1, Census Tract 9505, Cross County, Arkansas"	236.2	2.73	0.57	0.98	139	0.31	0	0.43	0.18	0.13	0.04	0.37	0.38	0.26	0.1	0.38	0.23	0	1969	0.26	0.15	0	0
"Block Group 2, Census Tract 9505, Cross County, Arkansas"	357.2	2.66	0.51	0.94	103	0.14	0	0.4	0.06	0.46	0.31	0.41	0.84	0.37	0.14	0.82	0.01	0.01	1974	0.54	0.05	0.34	0
"Block Group 3, Census Tract 9505, Cross County, Arkansas"	2155.7	0.44	0.48	0.33	163	0.33	0	0.38	0.07	0.66	0.15	0.29	0.72	0.44	0.22	0.55	0.01	0.08	1975	0.55	0.2	0.07	0
"Block Group 4, Census Tract 9505, Cross County, Arkansas"	3158	0.69	0.55	0.52	322	0.31	0	0.38	0.07	0.51	0.22	0.41	0.88	0.48	0.21	0.59	0.13	0.06	1969	0.44	0.12	0.13	0
"Block Group 1, Census Tract 9506, Cross County, Arkansas"	495.4	3.37	0.56	0.36	374	0.37	0	0.23	0.05	0.82	0.19	0.68	0.85	0.48	0.34	0.68	0.2	0.11	1997	0.65	0.37	0.12	0
"Block Group 2, Census Tract 9506, Cross County, Arkansas"	283.3	5.48	0.49	0.08	453	0.62	0	0.16	0	0.66	0.21	0.43	0.87	0.48	0.31	0.83	0.05	0.21	1994	0.67	0.13	0.12	0
"Block Group 3, Census Tract 9506, Cross County, Arkansas"	1548.5	0.6	0.6	0.33	338	0.62	0	0.32	0.02	0.5	0.13	0.9	0.74	0.32	0.18	0.54	0.18	0.46	1975	0.36	0.04	0.16	0
